"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type"
"T97401021","When users are signed out,  Recently Played should show user that they need to sign in","","C33838660","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Error States","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
"T97400975","Search History Populates Played Content","","C33768540","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","PMA-1017","RC Regression Pass","Android - Phone","R134519","Search History","1","","Passed","Anh Dang","4/4/2025 7:04 AM","Functional"
"T97400978","Display Search Results","","C33813362","PMA-19135: ▲ [Android] Talkback doesn't read the service account on Search All page

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-19135","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","PMA-1328","RC Regression Pass","Android - Phone","R134519","Search Results","1","","Failed","Anh Dang","4/4/2025 7:15 AM","Functional"
"T97401104","Account settings for a signed-in user","","C34375331","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Account","2","https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/558924384/Account","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401105","Account settings for a user who is not signed in","","C34375332","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Account","2","https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/558924384/Account","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401106","Check the Sign Out functionality","","C34375334","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Account","2","https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/558924384/Account","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401107","Check the Sign In functionality","","C34375335","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Account","2","https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/558924384/Account","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401108","Visit Help Center","","C34375336","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Account","2","https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/558924384/Account","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401085","Allow Pop-up Messages","","C34372635","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","App Preferences","2","https://confluence.sonos.com/display/PDUX/Account#Account-AppPreferences","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401094","Installer Setup","","C34372820","Not applicable to current build 80.18.24 - 2025 App 2 RC - release (android)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","App Preferences","2","https://confluence.sonos.com/display/PDUX/Account#Account-AppPreferences","Not Applicable","Vu Nguyen","4/4/2025 8:10 AM","Unassigned"
"T97401086","Check App Version","","C34372636","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","App Preferences","2","https://confluence.sonos.com/display/PDUX/Account#Account-AppPreferences","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401087","Reset app","","C34372637","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","App Preferences","2","https://confluence.sonos.com/display/PDUX/Account#Account-AppPreferences","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401088","Visit Help Center","","C34372639","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","App Preferences","2","https://confluence.sonos.com/display/PDUX/Account#Account-AppPreferences","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401066","Data & Privacy Settings","","C34354088","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Data & Privacy","2","https://confluence.sonos.com/display/PDUX/Account#Account-Data&Privacy","Passed","Anh Dang","4/4/2025 7:35 AM","Functional"
"T97401084","Legal","","C34372363","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Legal","2","https://confluence.sonos.com/display/PDUX/Account#Account-Legal","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401170","Submit Diagnostics","","C34381168","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","0 - Highest","","RC Regression Pass","Android - Phone","R134519","Help Center","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Functional"
"T97401300","Tour the App","","C34979273","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Help Center","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401301","Search Sonos Support","","C34979274","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Help Center","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401302","Contact Sonos Support","","C34979275","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Help Center","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401303","Sonos Community","","C34979276","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Help Center","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401304","Content Service Outages","","C34979277","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Help Center","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401169","All Products Displayed","","C34381167","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","0 - Highest","","RC Regression Pass","Android - Phone","R134519","Product Labels & Images","1","","Passed","Anh Dang","4/4/2025 7:35 AM","Functional"
"T97401263","Insufficient charge status on System Setting","","C34391119","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","System Settings","2","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401314","Controller Battery Drain","","C35083303","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","0 - Highest","","RC Regression Pass","Android - Phone","R134519","System Settings","2","","Passed","Anh Dang","4/4/2025 9:45 AM","Smoke Test"
"T97401171","Source Name Settings","","C34381176","Passed with minor bug PMA-18285 - [Android] The """"Line-In Source"""" text displays by default after deleting Source Name

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Settings","1","","Passed","Anh Dang","4/4/2025 7:48 AM","Functional"
"T97401172","Source Level Settings","","C34381178","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Settings","1","","Passed","Anh Dang","4/4/2025 8:31 AM","Functional"
"T97401225","Volume Limit Settings","","C34382584","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Settings","1","","Passed","Vu Nguyen","4/4/2025 8:23 AM","Functional"
"T97401257","All products are displayed in the room settings","","C34388457","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Main Room Settings Screen","2","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401258","Add and remove a Sub","","C34388458","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Main Room Settings Screen","2","","Passed","Anh Dang","4/4/2025 7:48 AM","Unassigned"
"T97401259","Add and remove second Sub","","C34388459","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Main Room Settings Screen","2","","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401260","Add and remove Surrounds","","C34388460","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Main Room Settings Screen","2","","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401261","Add and remove Stereo Pair","","C34388461","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Main Room Settings Screen","2","","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401256","Visit Help Center","","C34388396","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Main Room Settings Screen","2","","Passed","Anh Dang","4/4/2025 7:35 AM","Unassigned"
"T97401247","Room Name settings","","C34385547","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Name","2","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-RoomName","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401248","Edit room name","","C34385548","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Name","2","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-RoomName","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401249","Create a duplicate room name","","C34385549","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Name","2","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-RoomName","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401250","Change to a new name via the preset names list","","C34385550","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Room Name","2","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-RoomName","Passed","Anh Dang","4/4/2025 8:44 AM","Unassigned"
"T97401251","Product Settings","","C34388103","- PMA-18661: [Android] [iOS] The product name is displayed instead of the room name on the non-primary speaker when the primary disconnected
- PMA-21181: [Android] [iOS] [Stereo Pair] The room name of the non-primary player is incorrect when it is unplugged

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-18661, PMA-21181","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Product Settings","2","If the user taps on a product in the room settings they will go to the statuses and settings for that product in the room.

https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-ProductSettings
https://confluence.sonos.com/display/PDUX/Product+Settings","Failed","Anh Dang","4/4/2025 9:49 AM","Unassigned"
"T97401252","Product status settings","","C34388104","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Product Settings","2","If the user taps on a product in the room settings they will go to the statuses and settings for that product in the room.

https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-ProductSettings
https://confluence.sonos.com/display/PDUX/Product+Settings","Passed","Anh Dang","4/4/2025 9:52 AM","Unassigned"
"T97401218","Tuning an uncalibrated standalone player with Manual Trueplay","Anh Dang","C34382292","Not applicable on Android","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Not Applicable","Anh Dang","4/4/2025 6:03 AM","Unassigned"
"T97401219","Tuning an uncalibrated stereo-pair player with Manual Trueplay","Anh Dang","C34382293","Not applicable on Android","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Not Applicable","Anh Dang","4/4/2025 6:03 AM","Unassigned"
"T97401220","Tuning an uncalibrated Home Theater set with Manual Trueplay","Anh Dang","C34382294","Not applicable on Android","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Not Applicable","Anh Dang","4/4/2025 6:03 AM","Unassigned"
"T97401221","Tune the player with Auto Trueplay if they are capable","","C34382295","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Passed","Anh Dang","4/4/2025 9:52 AM","Unassigned"
"T97401222","Trueplay Tuning switch and Retune option displays for calibrated set","","C34382296","PMA-18511: Trueplay adjustment events aren't reflected across to Android controller

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-18511","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Failed","Anh Dang","4/4/2025 6:04 AM","Unassigned"
"T97401223","Trueplay Tuning switch only displays for calibrated set on ACR controller","","C34382297","PMA-18511: Trueplay adjustment events aren't reflected across to Android controller

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-18511","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Failed","Anh Dang","4/4/2025 6:04 AM","Unassigned"
"T97401224","Trueplay adjustment events are reflected across controller","","C34382298","PMA-18511: Trueplay adjustment events aren't reflected across to Android controller

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-18511","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Trueplay","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-Trueplay","Failed","Anh Dang","4/4/2025 6:04 AM","Unassigned"
"T97401067","EQ Settings","","C34356227","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","EQ","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-EQ","Passed","Anh Dang","4/4/2025 7:48 AM","Functional"
"T97401212","Surround Audio Settings","","C34381721","PMA-17210: [Android] Default value of surround distance is """"Less than 2 ft (0.6m)"""" instead of """"2 to 10 ft (0.6 to 3m)""""

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-17210","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Surround Audio","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-SurroundAudio","Failed","Anh Dang","4/4/2025 8:45 AM","Unassigned"
"T97401213","Check Audio Settings for some type of player","","C34381759","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Sub Audio","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-SubAudio","Passed","Anh Dang","4/4/2025 9:34 AM","Unassigned"
"T97401214","Sub Audio Settings for bonded Standalone player with SUB","","C34381760","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Sub Audio","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-SubAudio","Passed","Anh Dang","4/4/2025 7:48 AM","Unassigned"
"T97401215","Sub Audio Settings for bonded Stereo-paired Set with SUB","","C34381761","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","3 - Low","","RC Regression Pass","Android - Phone","R134519","Sub Audio","3","https://confluence.sonos.com/display/PDUX/Room+Settings#RoomSettings-SubAudio","Passed","Anh Dang","4/4/2025 9:24 AM","Unassigned"
