"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type"
"T97401122","Play an Episode from Content Hero View","","C34375809","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Apple Music","3","","Passed","Anh Dang","4/4/2025 5:08 AM","Unassigned"
"T97401202","Display the Service icon and Service name on the left","","C34381349","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401203","For multiple accounts, CTA dropdown for Account selection","","C34381350","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401204","SMAPI Service Home layout Library List-View","","C34381352","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401205","Library - Artists","","C34381354","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401206","Library - Albums","","C34381355","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401207","Library - Songs","","C34381356","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401208","Library - Playlists","","C34381357","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401209","Library - Recently Added","","C34381358","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401210","Content Swimlanes - Components","","C34381359","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401211","Content Swimlanes - Content","","C34381360","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Apple Music","4","Test cases to directly Test Apple Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 5:08 AM","Functional"
"T97401148","Play an Album from Content Hero View","","C34376436","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Free","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401149","Play a Playlist from Content Hero View","","C34376437","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Free","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401150","Play an Artist from Content Hero View","","C34376438","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Free","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401117","Play an Album from Content Hero View","","C34375799","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Premium","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401305","Play a Track from Search","","C35004333","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Premium","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401135","Play a Playlist from Content Hero View","","C34375850","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Premium","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401137","Play an Artist from Content Hero View","","C34375852","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Premium","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401138","Play content from Recently Played","","C34375853","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Spotify Premium","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401139","Play an Album from Content Hero View","","C34375854","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Pandora","3","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401141","Play an Artist from Content Hero View","","C34375856","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Pandora","3","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401140","Play a Playlist from Content Hero View","","C34375855","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Pandora","3","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401136","Play a Station from Content Hero View","","C34375851","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Pandora","3","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401142","Play content from Recently Played","","C34375857","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Pandora","3","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401143","Play a Station from Content Hero View","","C34375862","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Sonos Radio Free","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401144","Play content from Recently Played","","C34375863","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Sonos Radio Free","4","","Passed","Anh Dang","4/4/2025 6:17 AM","Unassigned"
"T97401146","Play a Station from Content Hero View","","C34376431","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Sonos Radio HD","4","","Passed","Anh Dang","4/4/2025 4:28 AM","Unassigned"
"T97401147","Play content from Recently Played","","C34376432","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Sonos Radio HD","4","","Passed","Anh Dang","4/4/2025 4:28 AM","Unassigned"
"T97401262","Guest Mode: Switching logged in status and Browsing should display content","","C34388540","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Browse as Guest","2","","Passed","Anh Dang","4/4/2025 6:17 AM","Functional"
"T97400982","‘Recently Played’ section in Home Feed, which is always present and cannot be removed when personalization settings is enabled","","C33834783","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Swimlane","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
"T97400983","‘Recently Played’ section in Home Feed can be removed when personalization settings is disabled","","C33834784","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Swimlane","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
"T97400984","If HH has no recently played content, show an empty state message saying content will appear once it’s played.","","C33834785","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","0 - Highest","","RC Regression Pass","Android - Phone","R134519","Swimlane","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
"T97400985","If HH has recently played content,  'Home Feed' / 'Recently Played' will show the played content.","","C33834786","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","0 - Highest","","RC Regression Pass","Android - Phone","R134519","Swimlane","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
"T97400986","If HH has recently played content,  disable/re-enable 'Personalization Services' will clear the contents under 'Home Feed' / 'Recently Played'","","C33834787","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Swimlane","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
"T97400987","If HH has recently played content, display it in swimlane format.","","C33834788","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","0 - Highest","","RC Regression Pass","Android - Phone","R134519","Swimlane","2","","Passed","Anh Dang","4/4/2025 6:31 AM","Functional"
